,Review date,Reviewer name,Review title,Review body,Rating
227,"March 12, 2021",Sheri,Need better Walmart shipping packaging.,Love love love Clorox wipes but Walmart just throws it in the box any ole way,4
228,"March 12, 2021",tamara,,Works just as good as the Lysol wipes,5
229,"March 12, 2021",MaryAnn,Great,"Delivery guy set the box upside down, i had a mess to clean up when I went to unbox these",5
230,"March 12, 2021",fairskinnedblonde,I love using my,I love using my Clorox wipes. I use them in my kitchen and my bathroom. They clean everything and I love the lemon scent. I even will wipe up my tile floors in my bathroom in between mopping. Buy and use them all the time scentiva clorox disinfecting wipes,5
231,"March 12, 2021",Lan,,Love this. So thankful that my shipment came! Thank you.,5
232,"March 11, 2021",Gwen,Great price,"Great, I finally for first time able to receive Clorox wipes since covid",5
233,"March 11, 2021",tee_lo,I really like these,"I really like these bleach free wipes. They clean just as well without the harsh smell. These are the only wipes I will use, so I stock up when I can.",5
234,"March 10, 2021",tobby,Good product,The softness and the clean smell,5
235,"March 10, 2021",68Unhappy,,My go to cleaning product,5
236,"March 8, 2021",Gary,Clorox Disinfecting Wipes,I was glad to be able to purchase this hard-to-find product at a reasonable price.,5
237,"March 8, 2021",AC,,be aware of the products may ''leak'' due to the transportation,5
238,"March 7, 2021",Td,Can't not beat Clorox,Clean you with these Clorox wipes if you get in my way.,5
239,"March 6, 2021",redirocz28,"So, so needed","I have asthma, so there aren't many chemicals I can clean with. This is one of them. They got so expensive I've been doing without. They finally got some on Walmart.com and I snagged them. I keep one in every room.",5
240,"March 6, 2021",Kesler,,Use it too clean almost everything. Good amount for the price.,5
241,"March 4, 2021",Dominick,Good price,Great deal and smell good,5
242,"March 2, 2021",Saroda,Good deal great price,"Good deal great price , thank you Walmart for not price gouging I'm so glad I was able to get this at a reasonable price.",5
243,"March 2, 2021",Wendy,,"Perfect! And the delivery was perfect, as well!",5
244,"February 18, 2021",ferrnandalala,Must have always !,Must have always ! Especially nowadays where there's just even more germs and nasty stuff out there. these are super easy to use I just love them I just grab one and wipe I don't have to worry about spraying I don't have to worry about anything else and I also like to carry one in my car just in case I need it and they don't dry out they stay wet and moisturized which I love,5
245,"February 17, 2021",shereens11,Easy to use. The,Easy to use. The smell is fresh. More cost effective than competitors yet feel there is no compromise in quality.,4
246,"February 17, 2021",alimweber_,These Are of course,"These Are of course the go to for easy sanitizing, quick clean up of anything. I always have to have these in my home. I don't always buy this exact scent anymore now since they have come out with some different ones, but just these wipes in general are always a must. Especially with this virus now and if you have kids. I like to keep a small pack in my car too. The only reason Im giving it 4 stars is because of that annoying packaging on the big pack. Sometimes you go to pull out one and it's like a zillion come out with it. Other than that very minor issue, no complaints.",4
247,"February 17, 2021",zaliai,Always have the wipes,Always have the wipes disinfectant at home. It's great to clean up kitchen areas and the bathroom.,5
248,"February 17, 2021",shayeee,I use these everyday,I use these everyday & they never disappoint. Great for quick clean up & I love this scent. One sheet goes a long way.,5
249,"February 17, 2021",natalier147,I love that it,I love that it has the little ridges so it helps scrub away the germs I like that one goes a long way,5
250,"February 16, 2021",patricial90,The best product to,"The best product to cleaning up quick, I use it for many things such as cleaning any surface. They clean very well and the smell is excellent!",5
251,"February 16, 2021",Angel,Love these,These wipes do the trip especially for disinfecting. Ive been using these a lot especially since Covid-19. Keep some in your car and at home. They even have some you can travel with! Its a life saver.,5
252,"February 16, 2021",ashleyxkim,These were so hard,These were so hard to get ahold of during the lockdown but I'm so glad I got them back in stock. Easy to clean with,5
253,"February 16, 2021",faithferrissigler,I really love clorox,I really love clorox wipes they clean very well and the smell is excellent. I pretty much clean my whole house with them that how much I love them...,5
254,"February 12, 2021",WalmartCustomer,Because..COVID,"Yes, we are those people that wipe down their groceries and every package. These wipes are a staple during these unstable times. We actually use these for a lot of our cleaning. Disinfecting counters after we prep raw meat...Cleaning up the toddlers potty seats...bathroom disinfectant.. Wipe down of all communal surfaces. Great multipurpose wipes for the germaphobe.",5
255,"February 11, 2021",rebeccaw113,Love the way they,"Love the way they smell and more importantly, I love the way they clean and make me feel like I'm keeping my family safe!",5
256,"February 10, 2021",stephanieb400,I use this product,I use this product to clean my whole house from top to bottom and I highly recommend this product to everyone because it disinfects for viruses,5
257,"February 10, 2021",priscilaz3,I use these for,"I use these for almost everything! Door knobs, countertops, toilets everything￼￼. These get sold out so fast that's how good they are",5
258,"February 10, 2021",feelaspeaks,Great for quick cleans,Great for quick cleans around the house. I love these to wipe down the bathroom in between deep cleaning,5
259,"February 8, 2021",cheeriotheshibainu,Excellent product if you're,"Excellent product if you're lucky to find it. Mom has been using it to wipe my paws after our walk and has worked great to kill germs I may pick up. It's not organic, free from chemicals but our goal is to keep all pathogens away from our home. 5 solid stars. Woof! IG: @cheeriotheshibainu Clorox Disinfecting Wipes Bleach Free Cleaning Wipes - Crisp Lemon - 75ct",5
260,"February 8, 2021",marcyac245,Great clean. Great smell.,Great clean. Great smell. Trusted brand. I love these are so easy to use. I keep one in the kitchen and in each bathroom. Deep clean feel without the deep clean effort.,5
261,"February 7, 2021",WalmartCustomer,I love using these,I love using these wipes to clean with! They make it so easy to clean with even having a rough side. The only downside of these wipes is they leave some bubble residue behind and dirt when they get dirty.,4
262,"February 7, 2021",michellec0309,This is my favorite,This is my favorite brand of disinfectant wipes. They can be a bit pricey but I've tried other products and they just dont measure up to the Clorox brand.,5
263,"February 7, 2021",darcyl6,These have been great,"These have been great to keep on hand if we can stock up on them through the pandemic. We wiped down countertops, door handles, you name it.",5
264,"February 7, 2021",peaceheart,These were possibly literally,"These were possibly literally a lifesaver during the pandemic. When stores were out of stock I had my mom send me some in the mail. Great to wipe off all surfaces in the house, and your phone!",5
265,"February 7, 2021",gabriellam56,So convenient for easy,So convenient for easy clean ups! I always love having Clorox wipes in the kitchen to clean up the counters or wipe down my daughters high chair!,5
266,"February 7, 2021",aritzabela,I love this clorox,"I love this clorox wipes , I have a Airbnb and this is perfect to clean it everything also I use in my own house",5
267,"February 6, 2021",kristaf17,These work really well,"These work really well for quick disinfecting needs, and they're super convenient to have in every room. We even keep some in the car for those times you need them when you're out and about.",5
268,"February 6, 2021",marissam141,Love these. They are,Love these. They are convenient when I wanna clean up messes quick and disinfect at the same time,5
269,"February 6, 2021",Bessie,,Container was busted ! Leaked liquid on my charcoal Briquets . Poor packaging. If it's busted please don't ship.,1
270,"February 6, 2021",brianadarlenemua,"Growing up, we never","Growing up, we never had Clorox wipes in my house. I'm not sure why. It wasn't until I started teaching that I really started to use them, and I'll never go back. You think something looks clean, then you use one of these, and the amount of dirt them comes off on it is mind blowing",5
271,"February 6, 2021",arkansasgals,Great to clean toilets.,Great to clean toilets. Cleans like a dream and smells good too. Great for killing germs,5
272,"February 6, 2021",mollyc79,These are a necessity..,These are a necessity.. especially 2020 and 2021. You all know!! These work and were once very valuable if you could find them in the store!!,5
273,"February 6, 2021",WalmartCustomer,My favorite disinfecting wipes,My favorite disinfecting wipes they smell good and they work perfectly for this hard times,5
274,"February 5, 2021",Gale,I hope Walmart keeps selling them.,"Clorox wipes are hard to find now a days, so I am very happy that Walmart is selling them online.",5
275,"February 5, 2021",robertah11,This is a necessity,This is a necessity at my house and I love all of the wipes that Clorox makes. Especially since COVID.,5
276,"February 5, 2021",alexandriaj13,I use basically all,"I use basically all of Clorox's disinfectant products and more! These wipes smell amazing & are easy to use! Clean your house, toys, car, and so much more!",5
277,"February 5, 2021",kayleneg2,Who doesn't love Clorox,Who doesn't love Clorox wipes for a quick & easy disinfectant? Especially during recent times. I use these the most in my bathroom and kitchen to clean surfaces and disinfect thoroughly! I like the lemon scented ones but they all do the trick.,5
278,"February 5, 2021",thatgrlsteph,We love to use,We love to use these to keep kitchen as well as bathroom counters clean especially with this pandemic. Clorox Disinfecting Wipes Bleach Free Cleaning Wipes - Crisp Lemon - 75ct,5
279,"February 5, 2021",littleprincess,I use Clorox wipes,I use Clorox wipes to clean surface areas that need a little extra protection. The fresh lemon scent is an added plus.,5
280,"February 5, 2021",WalmartCustomer,Love the scent and,"Love the scent and ease of use. Don't always care for the price. Hard to find since Covid started, but definitely grab my allowance when I do!",5
281,"February 5, 2021",latinachikas,A must with the,"A must with the global pandemic that is COVID 19. It is, of course, hard to come by. One of the very few products that accuracy kill COVID 19. I need it and I love it!!!",5
282,"February 5, 2021",nativenycfoodie,I love to use,I love to use this to clean up any quick messes. This is my go-to disinfectant wipe. I definitely recommend this product,5
283,"February 5, 2021",Tanya,,Good cleaning item during this covid-19! Thanks for having in stock!!!,5
284,"February 4, 2021",jonsh,If you don't have,"If you don't have this in your life, you are truly missing an essential product. Works perfect on everything especially during covid. I've been using this product for years and it still amazes me. Keeps everything clean and kills viruses and bacteria.",5
285,"February 4, 2021",kimberlywestlundreev,"In this Covid world,","In this Covid world, we go through these so quickly! They smell good, work, and don't burn my hands even if I use for awhile on various high touch surfaces. As a mom, I feel better using these knowing my house is as germ free as possible. We also sanitize our groceries with these...lol",5
286,"February 4, 2021",sarikas,I love using Clorox,I love using Clorox wipes especially in the bathroom it feels like does such a thorough job and you can really see results. I previously used different products to clean with and I never got as good as clean as I have with this product.,5
287,"February 4, 2021",sam_veri5513,Who can have anything,Who can have anything bad to say about Clorox wipes when they were once so hard to find? I love using these as I am pregnant and can not clean with strong bleach products. My go to for the bathroom and kitchen messes!,4
288,"February 4, 2021",ashleyb66c8,These are my go,These are my go to for cleaning up quickly & just wiping down any areas especially the kitchen counters & stove top I feel like they smell great & make it seem clean I've bought them many times & I'll continue to buy them,5
289,"February 3, 2021",rebeccav51,Definitely use these often,Definitely use these often especially now during covid... we are constantly wiping down things,5
290,"February 3, 2021",kadencee,these are so good,these are so good around the house! you can clean anything from counter tops to your bathroom sink!!,5
291,"February 2, 2021",sarahm777,I've used these all,I've used these all throughout the pandemic. I don't know what I would do with out them! They are very moist and will clean any surface with out a doubt.,4
292,"February 2, 2021",sabrinagc736,These are great when,These are great when you can find them. I never knew I'd miss something as much as I have Clorox wipes. I love these for everything from cleaning up the kitchen after cooking to cleaning light switches and door knobs to toilet seats. I'll be so glad when they are easy to find again. Others on the market do not match up to Clorox.,5
293,"February 2, 2021",amberw4,I love using this,I love using this for small spills in the kitchen. I also use it to clean my bathrooms. I love the scent and it is tough. There isn't anything I would do to improve it. It is a good value for the price. I have bought this before and I will buy it again in the future.,5
294,"February 2, 2021",glossb,I have one of,I have one of these in each bathroom & kitchen. Great disinfectant. Wipes away gems & dust. A household staple,5
295,"February 2, 2021",singlemomreview,I love these wipes!,I love these wipes! They are an amazing cleaner & the smell leaves everything smelling fresh!,5
296,"February 1, 2021",ZEBJ,The best wipes,So glad to finally be able to get these,5
297,"January 31, 2021",rachelt0825,I love wipes. They're,I love wipes. They're the greatest invention. They work at home or work. Easy to use. I love to use them to clean a spot or to just clean up.,5
298,"January 31, 2021",kimy1,Love this product. Easy,Love this product. Easy and quick cleaning. Help keeps the house clean. Scent is light,5
299,"January 31, 2021",jcdnyc,I got lucky to find these,Great price and I was so happy to find Clorox!!,5
300,"January 31, 2021",brittanywa184,This is the best,"This is the best product and sometimes the only product I use to clean. I use this in the bathroom, kitchen and to wipe down surfaces touched a lot. I wouldn't change anything about it. I will continue to use this product for as long as I can, and as long as I can find it",5
301,"January 31, 2021",valeriew32,These disinfecting wipes clean,These disinfecting wipes clean surfaces well and leave you confident that the germs are gone after use.,5
302,"January 31, 2021",WalmartCustomer,"Counters, toys, bathroom counters,","Counters, toys, bathroom counters, pantry shelving, and sinks! You name it we've wiped it with these wipes! Especially with this COVID pandemic, we wipes every chance we get. These wipes helps us feel and stay clean also the facet that the cnnister is so easy to pop open and pop shut helps a great deal.",5
303,"January 31, 2021",caliana,Clorox wipes are a,Clorox wipes are a well-known brand with a decent price. They clean and disinfect surfaces like nobody's business. I use them on mostly all of the surfaces in my household. I like that they're in a handy container easy for storage.￼￼￼￼ I Do not know what I would do without them right now during this Pandemic. I would recommend these Clorox Disinfecting wipes to others. I will continue to purchase them to fight germs in my house.￼,5
304,"January 30, 2021",AllforCanon,,The box was wet! Immediately opened it all the bottles were open and drained! The wipes are dry! Sad! Especially for an item in high demand!,1
305,"January 30, 2021",adrianap111,I am OCD clean,I am OCD clean and I love my house to smell fresh and clean and these Clorox wipes make me feel safe especially with Covid right now. They clean very well and sanitize just as well,4
306,"January 29, 2021",rociom119,they smell super good,"they smell super good and I trust that it disinfects my places after using it, I recommend in the kitchen because of the bacteria",5
307,"January 29, 2021",emmat115,Best wipes and especially,Best wipes and especially now during covid. Hard to get your hands on tho. Smells great too!!!,5
308,"January 29, 2021",Kisha,Surprised these were in Stock!!!,I'm so glad these are back in stock. I ordered one. I was almost running out and need this with CoVid 19 going on.,5
309,"January 29, 2021",jamieg89,I literally use these,"I literally use these clocks wipes to clean everything , my counter tops , my dining room table , my phone . I can not live with out clod wipes !",4
310,"January 28, 2021",chana,,They do the job but would appreciate them thicker and wetter.,3
311,"January 28, 2021",mishas5,I use this to,"I use this to disinfect the grocery wrapping or boxes during the pandemic, also counter top",5
312,"January 28, 2021",courtneyc215,Works good but very,Works good but very hard to find with covid 19 . Use it for everything though bathroom and kitchen especially,3
313,"January 28, 2021",tracyb75,So convenient for messes,So convenient for messes and general cleaning especially when you are in a hurry. I always try to keep some on hand,5
314,"January 27, 2021",dlkinyc,Best tool for keeping,Best tool for keeping all surfaces clean and germ free . Fresh scent makes it better.,5
315,"January 27, 2021",poutypuffgirl,Favorite disinfectant wipes. Makes,Favorite disinfectant wipes. Makes my house feel clean for quick everyday wipe ups. Good pricing. Good amount in each container. All around- just good.,5
316,"January 27, 2021",lizrulez,During this pandemic i,"During this pandemic i have been using these to clean everything from my surfaces,groceries, keys,and shoes they do the job well and I feel better about my family's health and safety",5
317,"January 27, 2021",melanieheintz,I trust Clorox wipes,"I trust Clorox wipes to disinfect the house, door knobs, keys and other things that could bring germs into our house. The fresh scent is appealing.",5
318,"January 27, 2021",makeyaw,Best cleaning wips a,Best cleaning wips a girl could ask for .they get the job done just right for just wiping your night stands off,5
319,"January 27, 2021",taylormarie1517,Clorox Disinfecting Wipes with,Clorox Disinfecting Wipes with bleach works very good for cleaning small areas after your kids eat on the tabel or after you spill a drink. One or two whipes should be enough to make it clean and disinfect the area. Since the virus is going around it's good to have these on handy to also whipe your sternwheel off with or etc. I recommend Clorox whipes.,5
320,"January 27, 2021",Tomoya,Stay clean everyone,Proper wipes always beat disinfecting sprays since it physically removes dirt and infectious elements.,5
321,"January 26, 2021",sweetbaboo,Good formula but poor execution of dispenser,"Really like the product itself, the formula and especially the larger top dispenser opening; however, the teeth of the opening where you pull the single wipes through always ends up ripping the wipes! Company needs to work on the dispensing of the individual wipes to stop this.",3
322,"January 25, 2021",xciting,,good for removing small stuck on foods with scrubbing fibers,4
323,"January 25, 2021",Ang0303,Best disinfecting wipes,Happy to have found these Clorox disinfecting wipes to order online. I like having these handy to wipe down everything with the covid and flu viruses. They smell good.,5
324,"January 25, 2021",michellem606,Clorox Disinfecting Wipes are,Clorox Disinfecting Wipes are bleach free and safe for kids and pets. They smell nice,5
325,"January 24, 2021",Charietta,,Good for cleaning and disinfecting!!,5
326,"January 24, 2021",angelal6b66,These cleansing wipes are,"These cleansing wipes are so handy! One step instead of having to find a spray cleanser, grab paper towels, and lots of waste. These wipes clean well and don't leave any residue.",5
327,"January 24, 2021",taniaceee20,These are my favorite,These are my favorite because it leaves everything extra clean and it smells really good.,5
328,"January 24, 2021",urd2,Hash brown used it,Hash brown used it for her explosice diahhrea she loved it it also killed her booty germs,5
329,"January 24, 2021",KC,Great for Handles,Yeah! So happy to finally be able to get these wipes. Most convenient for wiping down door handles.,5
330,"January 24, 2021",stephany0528,This products smells great,This products smells great and gives Pierce of mine to dirty surfaces. We also have some in the car to wipe down the shipping cart before putting the littles under it. [product:2-pack-lysol-dual-action-disinfectant-wipes-lemon-&-lime-blossom-80-wipes-each],5
331,"January 24, 2021",amandac91387,I'm obsessed with Clorox,I'm obsessed with Clorox wipes they smell great and clean surfaces and kill bacteria and germs.,5
332,"January 24, 2021",jessesamantham,I love these wipes,"I love these wipes for big messes and little messes! They are especially great to have a round during this pandemic. I would absolutely recommend if you dont use these, to start!",5
333,"January 23, 2021",ashleyp397,Cloris wipes come in,Cloris wipes come in different varieties of size and smells I always feel like I can use these to disinfect after chicken or something was on my counters and feel like they did what they say they do! I recommend for disinfecting and they smell good too,5
334,"January 23, 2021",nashlac1,I feel very good,I feel very good with this product it cleans the tables well and I also use it to clean many things it is quite good it removes stains and dirt from things and you notice it instantly.,5
335,"January 23, 2021",britneyr29,These are my go-to,"These are my go-to disinfecting wipes. I not only use these at home, but I also use them in my classroom. I feel confident about their ability to eliminate bacteria, which is a sigh of relief during the pandemic.",5
336,"January 23, 2021",ke55f7,These always maintain a,These always maintain a good level of moisture without drying out quickly like other brands. It leaves a pleasant scent. My one piece of feedback would be to try and make a version that's more eco friendly.,4
337,"January 23, 2021",Rayna,Grateful,"Thankful to be able to get these and not be price gauged. Arrived quickly, packaged well",5
338,"January 23, 2021",kellierca47,As a teacher I,As a teacher I use these daily. They are effective in killing germs and avoiding the spread of germs. It has a strong smell but not overpowering.,5
339,"January 23, 2021",carolinar0d2d,These work great for,"These work great for any cleans Jos, after lunch or cleaning up a messy kitchen ! Or even just to sa atize a surface !",5
340,"January 23, 2021",melissaw211,Clorox disinfecting wipes is,Clorox disinfecting wipes is a must have in my hope. A quick easy clean and disinfect. The lemon smell is amazing. When they in stock I definitely grab.,5
341,"January 22, 2021",Annette,so clean,"Love these! I thought I ordered two, but didnt...",5
342,"January 22, 2021",Merrine,No protective seal!....,"I received my package really fast, so that's a plus but was so disappointed that every one of the containers leaked. There is absolutely no protective seal on any of the containers so the liquid inside leaked all over them . It was a total mess. This is my very first purchase of this brand and unless the issue of protective seal is addressed it will be my last. I therefore could not in good conscience recommend this product to anyone.",2
343,"January 22, 2021",maddyk20,"Always a go to,","Always a go to, leaves my surfaces feeling and smelling very fresh and clean. A reliable product that occasionally picks up stains or dirt while also disinfecting. Definitely a need right now for everyone",5
344,"January 22, 2021",Thomas,,I was disappointed that it did not come in a four pack,3
345,"January 22, 2021",Rosa,Clorox disinfecting wipes,"Love that Walmart has this wipes in stock during a pandemic. However, I wish Walmart was more careful with packaging/shipping as these wipes arrived leaking. I let them sit out until dry. Other than that, I would of given this product 5 stars.",4
346,"January 21, 2021",lorenamb1f5,I used this product,"I used this product to clean and disinfect countertops and other areas that need to be cleaned. The product is one of my favorites and the smell is not too strong. The wipes clean everything very well, especially with covid still around.",5
347,"January 21, 2021",Zeda,Good!,I prefer these wipes for most of my chores at home and the delivery from Walmart was on time.,5
348,"January 21, 2021",Hattie,Best cleaning product,Been waiting forever for these wipes. They did not disappoint.,5
349,"January 21, 2021",PearlandMom,Great for disinfecting and cleaning.,Received these wipes in a timely manner. They were a perfect addition to a teachers classroom.,5
350,"January 21, 2021",ashantig1,Especially in times like,"Especially in times like these Clorox wipes are essentially. The only thing is it may be hard to actually get them to the demand being so high. However, they work wonders!",5
351,"January 21, 2021",Madmom,Yey!,Finally! So happy these these babies back in stock ! I cannot believe my lucky stars! Thanks Walmart!definitely recommend,5
352,"January 20, 2021",WalmartCustomer,These disinfecting wipes work,"These disinfecting wipes work amazing I use these all around my house to disinfect my door knobs, restroom, my phone and keys.",5
353,"January 20, 2021",Zoraya,,I love it it is my favorite in this time,5
354,"January 20, 2021",yoselin,Packet was damage,It came all spill and wet like if the Clorox came out very disappointed,2
355,"January 20, 2021",Louise,,I hate the smell if you used it to wipe your hands,5
356,"January 20, 2021",Christine,,I use it on every thing. Clorox is a name to trust,5
357,"January 20, 2021",dgraf,Love these wipes! I,"Love these wipes! I use them throughout my kitchen, they're especially great for cleanup after a little one leaves sticky handprints on the cabinets! I love the scent and I love how well they get everything off!",5
358,"January 20, 2021",mchristinam,I have at least,I have at least three of these In my home at a time. I use this when I clean and disinfect as much as I can I think this product is amazing.,5
359,"January 20, 2021",david,,great! so hard to find and i glad i did these are the best,5
360,"January 20, 2021",gimlet,,"arrived on time but leaking , not bad but it was still wet",4
361,"January 19, 2021",Martha,Leaking containers,Received with wet box and liquid leaking. Labels all wet and peeled off. Appears items were mashed.,1
362,"January 19, 2021",lisam337,I love Clorox disinfecting,I love Clorox disinfecting wipes. I use them in my bathroom so I can just throw them away and don't have to worry about washing dirty rags. It keeps everything clean and smelling nice.,5
363,"January 19, 2021",sandyp46,Simply the Best... no,"Simply the Best... no more, no less. Since COVID struck I've been using what I can find. Most stores now have a lot of off brands.",5
364,"January 19, 2021",aprils114,How do you even,"How do you even live without these? They are easy for my kids to clean with and they disinfect, so it is a win win!! I panic whenever we run out... Clorox Disinfecting Wipes Bleach Free Cleaning Wipes - Crisp Lemon - 75ct",5
365,"January 19, 2021",sexypea48,These are good at,These are good at disinfecting but I can't stand the smell. It's so strong! They're also messy when you get to the bottom of the container because those wipes are soaked in the solution and drip everywhere. I don't like getting that stuff on my hands. I much prefer using the spray kind.,3
366,"January 19, 2021",ninasbeautyfl,These work great I,These work great I use them a lot to clean my bathroom they leave a great shine but the bleach smell is so strong in them,5
367,"January 19, 2021",balee,"I use at home,","I use at home, at the office and in the car. I have even used on my phone case! They are convenient and cost effective when purchased in a multi pack",4
368,"January 19, 2021",joohee,These wipes are very,These wipes are very easy to use and keeps everything clean! I use it for the kitchen and high traffic areas to keep things disinfected. Very useful during these COVID times,5
369,"January 18, 2021",None,Clorox disinfect wipes,So glad I could get clorox wipes Thank you Mary P,5
370,"January 18, 2021",styleitbynlc,Our household definitely uses,Our household definitely uses these on an everyday basis. It's super easy to clean bathrooms and counter tops with these wipes. You can clean surface with 1 cloth and it holds its quality. We couldn't live without these!,5
371,"January 17, 2021",jananik1,It dries off quickly,It dries off quickly and has strong smell which I couldn't bare . But cleans and disinfects very well,3
372,"January 16, 2021",mandyl5467,These are great for,These are great for my home and my classroom. With a quick wipe I can assure myself surfaces are safe.,5
373,"January 16, 2021",rocioc29,This product is truly,"This product is truly wonderful I love it it's very very great and cleans so well , which I love and they are all just wonderful it's a yes it's a yes yes yes totally recommend will not regret it and it's amazing. You won't regret buying it!",5
374,"January 16, 2021",mwllr,I love these wipes.,I love these wipes. They are an absolute staple for any house. They are super effective and do their job very well. I wish the packaging was a little bit more convenient as sometimes they get bunched up. Will definitely buy again.,5
375,"January 15, 2021",Daisy,,Damage,1
376,"January 15, 2021",Sandi,,best product for disinfecting and cleaning,5
377,"January 15, 2021",pickanese,Great product,I keep this in stock so I was prepared when covid 19 happened. Great sanitizer and price is just right.,5
378,"January 15, 2021",Angelo,Horrible when shipped,Wipes were leaking and the packaging was damaged.,2
379,"January 14, 2021",yvette,,Everything was ok minus the fact that the package was already open .,3
380,"January 14, 2021",Susan,"Superior, for our circumstances.","Delivered quick, priced as should be, No hassles, no contamination.",5
381,"January 14, 2021",mycuratedclosets,Use these on everything!,Use these on everything! Wiping down all surfaces in my home and my car! It really does it all!,5
382,"January 13, 2021",audreywhoa,These wipes are exactly,These wipes are exactly what you need during a pandemic. I trust these wipes and they have a good smell.,5
383,"January 12, 2021",Taneesha,,Arrived the next day! Great quality and you will receive every that is shown.,5
384,"January 12, 2021",kenj3,These disinfecting wipes are,These disinfecting wipes are perfect for kids to clean their desk as the end of the day. They kill 99.9% viruses and bacteria. Love the fresh smell as we leave daily.,5
385,"January 12, 2021",lizh217,These are sometimes hard,"These are sometimes hard to find being that we are still pushing through this pandemic. When I do find them, I am happy because these are very efficient and easy to use. I can wipe down counters and doorknobs etc and throw away! The smell is clean, not overwhelming. Thanks Clorox!",5
386,"January 12, 2021",kristahd17c,Easy to grab one,Easy to grab one out of the container and quickly wipe things down. These get the job done.,5
387,"January 12, 2021",brookea60,These are a great,These are a great product. Good to use for just about anything and leave a nice fresh sent behind.,3
388,"January 12, 2021",Sophia,,Who can go wrong with Clorox wipes right now during the pandemic? I have been lucky enough to be able to stay stocked with wipes so that I can keep my family safe.,5
389,"January 11, 2021",owingslr,Works great and smells,Works great and smells clean. I buy multiples to keep in the house/car/work etc. Good disinfectant that I completely trust.,4
390,"January 11, 2021",rachelchloe,We use these at,We use these at work constantly. I don't feel like many people realize though that the chemicals take about 90 seconds before it works,3
391,"January 11, 2021",WalmartCustomer,Every single time we,"Every single time we see them on the shelves we buy them. In the life of covid, carrying the wipes around make me feel cleaner in public. I can focus on disinfecting surfaces myself to protect myself and my family in social situations.",5
392,"January 11, 2021",heatherm401,These are my favorite,"These are my favorite quick and easy product to always have on hand. At home I love to use them for wiping down the sides, back and seat of my child's high chair and door handles. I always have some in the car for sanitizing carts before walking into a store.",5
393,"January 9, 2021",tracyb68,Nice to wipe things,Nice to wipe things down. Quick and easy to use. I grab a couple to wipe down door handles around the house fairly frequently to prevent getting Covid.,5
394,"January 8, 2021",1aurenmac,I love the convenience,I love the convenience of a disinfectant wipe! It just helps keeping things clean after a long day a little easier. I love wiping down my kitchen and bathroom counters with these wipes in between cleanings.,5
395,"January 8, 2021",Charles,Product needs to be sold to Everyone,"Great product, badly needed for general population not just health care facilities, business who are overpricing this product for more money",5
396,"January 8, 2021",shevonh,"These work great, have","These work great, have plenty of product on them & don't dry out as easily. This particular scent is good & strong & they clean so well.",4
397,"January 7, 2021",heyitsbritt,My favorite go to,"My favorite go to cleaning product because I can use on almost every surface! They don't have a nasty smell and get things super clean and germ free. I can use in my kitchen counter, sinks around bathroom tubs, on the toilets, on walls, doors; overall they are life savers you don't have to spray something that's dangerous for pets or children but you can clean every surface and it looks sparkly clean.",5
398,"January 7, 2021",mms526,I feel good that,I feel good that I'm keeping my house clean with these on hand. I question if knock offs have the same claims so try to stick to Clorox if I can.,5
399,"January 7, 2021",aliciamariedb7cf087,Always great. I love,Always great. I love how clean everything feels after using these. I don't always love how chemical it smells,4
400,"January 6, 2021",megvish,Whoever knew that three,"Whoever knew that three year of 2019 would be the year of Clorox wipes, sanitizer and toilet paper. When I find these in stores nowadays it's like striking gold. I love these just to give everything a solid clean. You know these do the job and get rid of the germs.",5
401,"January 6, 2021",stickvacuumuser,Lucky to Find,"Hard to find item, but worth the wait and search.",5
402,"January 3, 2021",annemarieok,"What can I say,","What can I say, when there's a potentially killer virus looming you go with the trusted name. And when you're lazy you go with wipes. These don't dry out in the canister and they hold the product instead of the other drippy brands. Luckily I was on auto ship before the hoarding started so my stash lasted a long time. This also doesn't dry out your hands.",5
403,"January 3, 2021",kimberlyn52,This is an average,This is an average disinfecting wipe. Thin and not very durable. I buy the off brand to save myself a bit.,4
404,"January 2, 2021",Danyale,Great product,Awesome shipping! Great product,5
405,"January 1, 2021",Theodore,Great,"Cleans everything from door knobs to car seats. Kills germs and leaves a good smell, no residue.",5
406,"January 1, 2021",Jennifer,Nice package,"Was excited when I seen I could get this pack delivered, ahh miss the old days.",5
407,"January 1, 2021",heathers27,"I love these wipes,","I love these wipes, I use them to wipe down almost everything surface wise in my kitchen and on door knobs, the bathroom sinks, i even have a travel sized pack in my purse because, ya know, coronavirus! And they smell okay, much better than the plain ones.",5
408,"January 1, 2021",amandab439,Super awesome@to have around,Super awesome@to have around the house especially how this year has been. My only con is that one wipe doesn't get you that far but I always buy these when they're available at the store.,4
409,"December 31, 2020",Katherine,Love them,"Love these Clorox wipes, they very necessary during the pandemic and great for any type of surfaces. I can take use this on anything and the smell is very good!",5
410,"December 31, 2020",Lori,Works on COVID19,Love that these are on official list to kill Covid19!,5
411,"December 29, 2020",karenh179,Easy to use ..fast..disinfectants..id,Easy to use ..fast..disinfectants..id would recommend having one in car and one or 2 in the house so they are always at hand to use especially during these covif times,4
412,"December 29, 2020",carpetqueen450,Keep it clean,Love the convenience and price. For some reason Lysol is hard to find but Chlorox is available.,5
